PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FG%,3P%,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-,SEASON,NUM_YRS,TARGET_4UP
Larry Nance Jr.,LAL,23,63,14,49,1265.7,349,52.7,10.0,68.1,101,211,312,44,41,54,23,124,3,0,-94,2015-16,7,1
Josh Richardson,MIA,22,52,29,23,1107.0,341,45.2,46.1,66.7,21,86,107,73,35,36,25,107,0,0,39,2015-16,7,1
Jonathon Simmons,SAS,26,55,47,8,812.8,331,50.4,38.3,75.0,16,80,96,58,53,24,5,103,0,0,94,2015-16,4,0
Nemanja Bjelica,MIN,28,60,20,40,1074.8,308,46.8,38.4,72.7,49,161,210,82,47,26,21,154,3,0,-127,2015-16,7,1
Boban Marjanovic,SAS,27,54,47,7,507.8,297,60.3,0.0,76.3,73,121,194,21,29,12,23,54,3,0,54,2015-16,7,1
Richaun Holmes,PHI,22,51,7,44,702.0,287,51.4,18.2,68.9,62,73,135,33,32,19,40,92,0,0,-53,2015-16,7,1
Cameron Payne,OKC,21,57,44,13,697.6,283,41.0,32.4,79.2,9,76,85,108,44,36,6,80,0,0,-28,2015-16,7,1
Norman Powell,TOR,23,49,32,17,725.2,273,42.4,40.4,81.1,16,95,111,47,32,29,10,59,0,0,66,2015-16,7,1
Marcelo Huertas,LAL,33,53,8,45,868.8,237,42.2,26.2,93.1,18,72,90,182,80,26,7,76,0,0,19,2015-16,2,0
Kelly Oubre Jr.,WAS,20,63,31,32,671.4,236,42.7,31.6,63.3,25,108,133,13,34,22,7,100,0,0,-47,2015-16,7,1
Rashad Vaughn,MIL,19,70,30,40,1000.7,217,30.5,29.3,80.0,11,77,88,39,28,29,16,73,0,0,-145,2015-16,3,0
Justin Anderson,DAL,22,55,28,27,646.9,208,40.6,26.5,80.0,18,114,132,29,24,19,25,45,1,0,7,2015-16,6,1
Willie Reed,BKN,26,39,8,31,425.6,182,57.1,0.0,54.5,49,73,122,10,16,6,30,47,0,0,-80,2015-16,3,0
Rondae Hollis-Jefferson,BKN,21,29,7,22,615.5,167,45.7,28.6,71.2,39,115,154,43,26,39,16,61,2,0,-61,2015-16,6,1
Tyus Jones,MIN,20,37,13,24,572.7,156,35.9,30.2,71.8,7,40,47,108,33,31,3,33,0,0,-135,2015-16,7,1
Joe Young,IND,24,41,19,22,383.5,154,36.7,21.7,80.0,6,44,50,65,33,15,0,30,0,0,-33,2015-16,3,0
Jarell Martin,MEM,22,27,10,17,379.5,153,46.6,0.0,72.6,39,47,86,15,19,8,7,58,0,0,-39,2015-16,4,0
Darrun Hilliard,DET,23,38,17,21,383.0,152,39.7,38.0,72.5,5,40,45,27,19,9,1,28,0,0,-3,2015-16,3,0
Montrezl Harrell,HOU,22,39,17,22,378.6,140,64.4,0.0,52.2,25,40,65,17,17,11,11,48,0,0,38,2015-16,7,1
Salah Mejri,DAL,30,34,16,18,397.2,125,62.8,0.0,58.7,41,82,123,10,23,8,36,54,3,0,43,2015-16,4,0
Anthony Brown,LAL,23,29,4,25,598.7,115,31.0,28.6,85.0,9,61,70,19,15,14,5,34,0,0,-35,2015-16,3,0
Chris McCullough,BKN,21,24,7,17,362.4,112,40.4,38.2,47.8,25,43,68,9,15,28,12,39,0,0,-119,2015-16,3,0
Cristiano Felicio,CHI,23,31,14,17,320.7,105,55.6,0.0,71.4,30,72,102,26,13,6,13,31,0,0,53,2015-16,6,1
Delon Wright,TOR,24,27,19,8,229.3,103,45.0,38.5,74.3,8,29,37,31,16,8,3,7,0,0,13,2015-16,7,1
Jordan McRae,CLE,25,22,10,12,196.0,99,43.6,45.5,75.0,4,16,20,25,15,3,1,17,0,0,44,2015-16,4,0
RJ Hunter,BOS,22,36,21,15,314.6,97,36.7,30.2,85.7,2,35,37,13,11,14,4,29,0,0,-28,2015-16,4,0
Lamar Patterson,ATL,24,35,23,12,394.9,84,35.0,24.5,72.7,4,46,50,39,23,9,2,45,0,0,33,2015-16,2,0
Xavier Munford,MEM,24,14,3,11,244.3,80,41.6,39.1,50.0,3,28,31,22,15,13,3,25,0,0,-25,2015-16,2,0
Bryce Dejean-Jones,NOP,23,14,8,6,278.6,79,40.6,37.5,52.4,8,40,48,15,11,10,2,17,0,0,-39,2015-16,1,0
Axel Toupane,DEN,23,21,9,12,305.4,76,35.7,32.5,76.5,8,23,31,15,6,7,6,40,0,0,-17,2015-16,3,0
Terry Rozier,BOS,22,39,24,15,311.3,72,27.4,22.2,80.0,24,39,63,37,19,6,1,23,0,0,-46,2015-16,7,1
Jarell Eddie,WAS,24,26,13,13,146.8,63,30.8,31.9,100.0,2,21,23,5,1,5,1,5,0,0,-33,2015-16,3,0
Christian Wood,PHI,20,17,0,17,144.8,61,41.5,36.4,61.9,13,25,38,3,2,5,7,11,0,0,-49,2015-16,6,1
Damien Inglis,MIL,21,20,5,15,156.4,36,35.1,23.1,87.5,2,29,31,10,11,6,3,11,0,0,-44,2015-16,1,0
Pat Connaughton,POR,23,34,17,17,143.5,36,26.5,23.8,100.0,11,21,32,10,10,2,0,6,0,0,-13,2015-16,7,1
Briante Weber,MIA,23,7,3,4,168.7,31,35.9,0.0,75.0,8,17,25,21,9,9,3,12,0,0,-67,2015-16,3,0
Alan Williams,PHX,23,10,3,7,68.2,29,41.7,0.0,64.3,14,24,38,5,6,4,5,15,1,0,1,2015-16,4,0
Edy Tavares,ATL,24,11,7,4,72.7,25,57.9,0.0,37.5,7,14,21,3,5,1,6,8,0,0,-10,2015-16,2,0
Tibor Pleiss,UTA,26,12,7,5,81.5,24,44.0,0.0,100.0,6,9,15,2,8,1,2,19,0,0,-16,2015-16,1,0
Sasha Kaun,CLE,31,25,18,7,95.4,23,52.9,0.0,45.5,12,14,26,3,7,4,5,11,0,0,-3,2015-16,1,0
Alex Stepheson,MEM,28,8,2,6,72.2,22,33.3,0.0,33.3,19,9,28,2,0,1,5,12,1,0,-2,2015-16,1,0
Jordan Mickey,BOS,21,16,9,7,57.2,21,36.4,0.0,50.0,6,7,13,1,1,0,11,5,0,0,6,2015-16,3,0
Aaron Harrison,CHA,21,21,15,6,93.3,18,26.3,30.0,41.7,4,11,15,2,4,6,0,10,0,0,-7,2015-16,3,0
Josh Huestis,OKC,24,5,2,3,55.0,14,41.7,66.7,0.0,2,8,10,0,3,1,2,3,0,0,2,2015-16,3,0
Luis Montero,POR,23,12,6,6,42.0,14,26.3,11.1,75.0,0,4,4,1,4,0,0,1,0,0,-39,2015-16,2,0
Cliff Alexander,POR,20,8,3,5,36.0,10,50.0,0.0,0.0,2,4,6,0,1,1,2,1,0,0,-13,2015-16,1,0
Kevon Looney,GSW,20,5,4,1,20.6,9,57.1,50.0,0.0,4,6,10,0,1,0,0,2,0,0,-22,2015-16,7,1
Coty Clarke,BOS,23,3,0,3,5.8,6,50.0,100.0,0.0,0,1,1,0,1,0,0,0,0,0,4,2015-16,1,0
Duje Dukan,SAC,24,1,0,1,24.2,6,20.0,40.0,0.0,2,2,4,1,0,1,0,2,0,0,-8,2015-16,1,0
Keith Appling,ORL,24,5,0,5,26.9,6,25.0,0.0,100.0,0,1,1,1,3,1,0,5,0,0,14,2015-16,1,0
Thanasis Antetokounmpo,NYK,23,2,1,1,6.3,6,75.0,0.0,0.0,0,1,1,0,0,0,0,2,0,0,-6,2015-16,4,0
Branden Dawson,LAC,23,6,5,1,28.9,5,40.0,0.0,100.0,2,2,4,0,0,0,1,2,0,0,-15,2015-16,1,0
Rakeem Christmas,IND,24,1,1,0,6.1,4,100.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,-10,2015-16,2,0
JJ O'Brien,UTA,24,2,2,0,6.3,0,0.0,0.0,0.0,0,1,1,0,0,1,0,1,0,0,-8,2015-16,1,0
Sam Dekker,HOU,22,3,1,2,6.1,0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,-2,2015-16,5,1
Andrew Wiggins,MIN,20,82,16,66,2968.8,1387,43.7,31.0,76.0,134,240,374,170,177,86,50,190,2,0,-553,2014-15,8,1
Nikola Mirotic,CHI,24,82,50,32,1654.1,833,40.5,31.6,80.3,63,341,404,97,89,54,54,172,8,0,169,2014-15,5,1
Zach LaVine,MIN,20,77,15,62,1901.7,778,42.2,34.1,84.2,27,187,214,276,193,54,10,158,4,0,-540,2014-15,8,1
Nerlens Noel,PHI,21,75,18,57,2311.2,744,46.2,0.0,60.9,185,426,611,128,146,133,142,208,18,0,-432,2014-15,8,1
Elfrid Payton,ORL,21,82,25,57,2488.7,731,42.5,26.2,55.1,107,242,349,533,203,142,20,193,12,2,-204,2014-15,8,1
Jordan Clarkson,LAL,23,59,11,48,1475.8,703,44.8,31.4,82.9,56,135,191,206,96,51,12,109,2,0,-241,2014-15,8,1
Bojan Bogdanovic,BKN,26,78,36,42,1853.9,700,45.3,35.5,82.1,50,163,213,68,78,34,9,104,0,0,-178,2014-15,8,1
Langston Galloway,NYK,23,45,12,33,1457.4,533,39.9,35.2,80.8,37,153,190,150,61,52,12,129,0,0,-271,2014-15,8,1
Marcus Smart,BOS,21,67,35,32,1808.2,523,36.7,33.5,64.6,61,161,222,208,90,99,18,176,0,0,56,2014-15,8,1
KJ McDaniels,HOU,22,62,19,43,1351.9,487,39.6,28.7,75.2,65,135,200,72,105,44,70,126,1,0,-259,2014-15,3,0
Rodney Hood,UTA,22,50,27,23,1064.4,433,41.4,36.5,76.3,9,108,117,83,45,30,12,119,0,0,59,2014-15,8,1
Jusuf Nurkic,DEN,20,62,21,41,1103.3,426,44.6,0.0,63.6,125,257,382,50,86,52,68,207,4,0,-6,2014-15,8,1
Jerami Grant,PHI,21,65,18,47,1376.5,411,35.2,31.4,59.1,49,149,198,79,85,40,68,144,0,0,-176,2014-15,8,1
Joe Ingles,UTA,27,79,36,43,1672.6,396,41.5,35.6,75.0,22,153,175,182,98,72,10,124,0,0,-49,2014-15,8,1
Dante Exum,UTA,19,82,38,44,1817.0,393,34.9,31.4,62.5,27,104,131,198,118,41,14,147,0,0,93,2014-15,6,1
JaKarr Sampson,PHI,22,74,17,57,1131.2,386,42.2,24.4,67.0,35,128,163,77,76,38,26,135,0,0,-335,2014-15,6,1
Tarik Black,LAL,23,63,25,38,1195.3,379,57.5,0.0,55.1,142,226,368,42,48,19,24,158,5,0,-79,2014-15,4,0
Damjan Rudez,IND,29,68,28,40,1047.4,323,45.2,40.6,69.6,8,39,47,53,47,16,5,79,0,0,33,2014-15,3,0
Nik Stauskas,SAC,21,73,26,47,1126.5,319,36.5,32.2,85.9,11,77,88,67,40,20,17,92,0,0,-128,2014-15,6,1
James Ennis III,MIA,24,62,27,35,1051.4,312,40.9,32.6,84.0,51,125,176,48,39,25,17,89,1,0,-6,2014-15,8,1
Jabari Parker,MIL,20,25,13,12,738.4,308,49.0,25.0,69.7,50,88,138,42,47,31,5,42,2,0,-114,2014-15,8,1
Shabazz Napier,MIA,23,51,24,27,1011.6,261,38.2,36.4,78.6,17,96,113,130,81,40,4,76,0,0,-32,2014-15,6,1
PJ Hairston,CHA,22,45,19,26,687.3,254,32.3,30.1,86.1,22,70,92,21,22,21,13,61,1,0,-105,2014-15,2,0
Elijah Millsap,UTA,27,47,25,22,923.6,248,34.0,31.1,67.4,28,122,150,58,67,56,16,124,0,0,56,2014-15,3,0
T.J. Warren,PHX,21,40,17,23,614.1,245,52.8,23.8,73.7,41,44,85,25,27,18,9,51,0,0,-94,2014-15,7,1
Aaron Gordon,ORL,19,47,14,33,796.9,243,44.7,27.1,72.1,46,123,169,33,38,21,22,83,1,0,-163,2014-15,8,1
Jabari Brown,LAL,22,19,4,15,568.4,227,41.2,37.1,75.3,3,33,36,40,32,12,2,33,0,0,-128,2014-15,1,0
Markel Brown,BKN,23,47,23,24,781.4,216,36.2,26.6,82.5,16,91,107,39,27,31,12,57,1,0,-23,2014-15,3,0
Adreian Payne,MIN,24,32,7,25,739.6,213,41.4,11.1,65.2,48,114,162,30,44,19,9,88,3,0,-244,2014-15,4,0
Cleanthony Early,NYK,24,39,6,33,647.0,210,35.5,26.2,75.0,22,75,97,36,40,24,12,57,0,0,-163,2014-15,2,0
Mitch McGary,OKC,23,32,20,12,484.9,201,53.3,0.0,62.5,53,112,165,14,31,16,16,72,3,0,47,2014-15,2,0
Travis Wear,NYK,24,51,7,44,672.0,199,40.2,36.7,76.9,31,75,106,40,35,15,11,55,0,0,-80,2014-15,2,0
Tyler Johnson,MIA,23,32,15,17,603.0,190,41.9,37.5,68.1,14,67,81,42,30,33,9,42,1,0,-63,2014-15,8,1
Gary Harris,DEN,20,55,18,37,719.0,188,30.4,20.4,74.5,21,43,64,29,38,39,7,71,0,0,-173,2014-15,8,1
Cory Jefferson,BKN,24,50,18,32,531.2,183,44.9,13.3,57.4,47,98,145,16,20,10,21,61,1,0,76,2014-15,2,0
Kostas Papanikolaou,HOU,24,43,29,14,795.4,182,35.0,29.2,72.2,39,79,118,85,55,29,13,71,0,0,-37,2014-15,2,0
Erick Green,DEN,24,43,15,28,409.9,146,37.7,29.8,83.3,7,24,31,39,14,12,0,26,0,0,-81,2014-15,2,0
Spencer Dinwiddie,DET,22,34,12,22,455.3,145,30.2,18.5,91.2,4,44,48,104,33,19,6,53,1,0,-70,2014-15,8,1
Joe Harris,CLE,23,51,32,19,493.0,136,40.0,36.9,60.0,7,34,41,26,27,7,2,62,0,0,-103,2014-15,8,1
Tyler Ennis,MIL,20,33,11,22,411.4,121,36.1,27.9,71.4,7,28,35,73,42,18,5,36,0,0,-61,2014-15,4,0
Doug McDermott,CHI,23,36,23,13,320.8,109,40.2,31.7,66.7,6,37,43,6,17,4,1,29,0,0,-82,2014-15,8,1
James Young,BOS,19,31,14,17,332.1,105,35.3,25.8,55.2,9,33,42,13,5,8,2,22,0,0,5,2014-15,4,0
Johnny O'Bryant III,MIL,22,34,17,17,367.6,100,36.7,0.0,44.4,26,38,64,17,25,5,4,44,0,0,-99,2014-15,4,0
Jordan Adams,MEM,20,30,14,16,248.4,94,40.7,40.0,60.9,9,19,28,16,14,16,7,24,0,0,17,2014-15,2,0
Furkan Aldemir,PHI,23,41,9,32,540.5,93,51.3,0.0,48.1,78,98,176,28,17,17,16,96,1,0,-102,2014-15,1,0
Joffrey Lauvergne,DEN,23,24,9,15,268.0,93,40.4,18.8,64.3,27,50,77,13,22,8,10,43,0,0,-112,2014-15,4,0
Dwight Powell,DAL,23,29,11,18,236.4,90,46.3,27.3,75.8,18,32,50,9,11,9,6,40,0,0,-1,2014-15,8,1
Noah Vonleh,CHA,19,25,8,17,258.5,83,39.5,38.5,69.2,28,58,86,4,11,4,9,20,1,0,-67,2014-15,7,1
Bryce Cotton,UTA,22,15,9,6,159.4,80,42.0,35.0,83.3,3,15,18,15,12,4,0,6,0,0,0,2014-15,2,0
Kyle Anderson,SAS,21,33,22,11,358.1,74,34.8,27.3,64.3,5,67,72,28,10,15,7,28,0,0,-35,2014-15,8,1
Nick Johnson,HOU,22,28,18,10,262.3,74,34.7,23.8,68.0,13,26,39,11,19,7,3,34,0,0,-47,2014-15,1,0
Glenn Robinson III,PHI,21,35,2,33,260.8,73,38.8,26.3,66.7,15,24,39,11,11,6,1,15,0,0,27,2014-15,7,1
JaMychal Green,MEM,25,24,10,14,163.9,62,57.4,0.0,80.0,19,26,45,4,14,5,5,25,0,0,-25,2014-15,8,1
James Michael McAdoo,GSW,22,15,11,4,137.2,62,54.5,0.0,56.0,15,22,37,2,6,5,9,21,0,0,9,2014-15,4,0
Jarnell Stokes,MEM,21,19,12,7,126.1,57,56.8,0.0,53.6,16,18,34,4,7,5,5,25,0,0,16,2014-15,3,0
Shayne Whittington,IND,24,20,9,11,108.2,57,45.2,16.7,78.3,10,19,29,6,5,5,2,18,0,0,16,2014-15,2,0
Tim Frazier,POR,24,11,3,8,239.5,57,34.4,29.4,47.6,6,22,28,60,25,8,0,26,1,0,-6,2014-15,8,1
Larry Drew II,PHI,25,12,4,8,219.1,46,34.5,15.4,66.7,1,14,15,45,25,6,0,13,0,0,-73,2014-15,2,0
C.J. Wilcox,LAC,24,21,15,6,100.6,41,42.1,36.8,100.0,1,6,7,8,10,3,1,7,0,0,-19,2014-15,3,0
Devyn Marble,ORL,22,16,3,13,208.2,37,31.8,18.2,31.3,5,26,31,17,9,9,2,14,0,0,-16,2014-15,2,0
Clint Capela,HOU,21,12,8,4,89.6,32,48.3,0.0,17.4,10,26,36,2,5,1,9,14,0,0,8,2014-15,8,1
Russ Smith,MEM,24,12,7,5,65.1,30,32.0,18.2,92.3,1,5,6,8,12,3,0,13,0,0,22,2014-15,2,0
Zoran Dragic,MIA,26,16,6,10,75.2,28,36.7,21.4,60.0,5,3,8,5,5,2,0,6,0,0,-15,2014-15,1,0
Jack Cooley,UTA,24,16,10,6,87.1,27,40.9,0.0,42.9,10,15,25,1,3,6,3,23,0,0,-5,2014-15,2,0
Sean Kilpatrick,MIN,25,4,2,2,71.5,22,35.0,30.8,100.0,1,5,6,4,2,3,0,3,0,0,17,2014-15,4,0
Drew Gordon,PHI,24,9,0,9,71.2,17,42.1,0.0,50.0,7,11,18,2,8,1,0,7,0,0,-34,2014-15,1,0
Grant Jerrett,UTA,21,8,6,2,50.9,16,26.9,6.7,100.0,2,7,9,3,3,2,2,11,0,0,-20,2014-15,1,0
Will Cherry,TOR,24,8,6,2,69.4,15,26.3,22.2,50.0,1,4,5,8,4,6,1,10,0,0,-7,2014-15,1,0
Bruno Caboclo,TOR,19,8,7,1,23.4,10,33.3,66.7,0.0,1,1,2,0,4,0,1,3,0,0,-27,2014-15,7,1
Cameron Bairstow,CHI,24,18,12,6,63.5,10,21.4,0.0,80.0,6,2,8,1,3,2,1,8,0,0,-20,2014-15,2,0
Jerel McNeal,PHX,28,6,1,5,36.3,9,27.3,50.0,100.0,0,3,3,2,5,3,1,5,0,0,-3,2014-15,1,0
David Stockton,SAC,24,3,1,2,33.1,8,33.3,50.0,50.0,0,2,2,9,4,2,0,1,0,0,23,2014-15,2,0
Lucas Nogueira,TOR,22,6,3,3,23.1,6,25.0,0.0,50.0,2,9,11,1,2,2,0,6,0,0,-11,2014-15,4,0
Patrick Christopher,MEM,27,4,2,2,28.7,6,25.0,0.0,0.0,2,4,6,0,1,1,0,6,0,0,-18,2014-15,1,0
Alex Kirk,CLE,23,5,2,3,14.0,4,25.0,0.0,100.0,1,0,1,1,0,0,0,1,0,0,-14,2014-15,1,0
Andre Dawkins,MIA,23,4,2,2,21.7,3,16.7,16.7,0.0,0,2,2,1,1,0,0,3,0,0,-4,2014-15,1,0
Eric Moreland,SAC,23,3,0,3,2.1,2,100.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,1,2014-15,4,0
Julius Randle,LAL,20,1,0,1,13.6,2,33.3,0.0,0.0,0,0,0,0,1,0,0,1,0,0,-18,2014-15,8,1
Sim Bhullar,SAC,22,3,1,2,2.7,2,50.0,0.0,0.0,0,1,1,1,0,0,1,0,0,0,1,2014-15,1,0
David Wear,SAC,24,2,0,2,7.0,0,0.0,0.0,0.0,2,0,2,1,0,0,0,1,0,0,-9,2014-15,1,0
Jerrelle Benimon,DEN,23,2,2,0,2.7,0,0.0,0.0,0.0,1,2,3,0,1,0,0,0,0,0,6,2014-15,1,0
Kalin Lucas,MEM,26,1,0,1,5.5,0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,-7,2014-15,2,0
Michael Carter-Williams,PHI,22,70,18,52,2413.9,1167,40.5,26.4,70.3,101,336,437,441,247,130,43,213,16,2,-450,2013-14,8,1
Victor Oladipo,ORL,22,80,23,57,2486.5,1106,41.9,32.7,78.0,43,286,329,327,256,129,37,210,7,1,-270,2013-14,9,1
Trey Burke,UTA,21,70,24,46,2262.4,895,38.0,33.0,90.3,37,171,208,396,131,42,6,145,8,0,-256,2013-14,9,1
Tim Hardaway Jr.,NYK,22,81,37,44,1875.5,824,42.8,36.3,82.8,19,102,121,66,47,44,7,144,0,0,-169,2013-14,9,1
Ben McLemore,SAC,21,82,28,54,2186.9,720,37.6,32.0,80.4,53,182,235,82,96,45,18,201,0,0,-206,2013-14,9,1
Kelly Olynyk,BOS,23,70,18,52,1400.0,607,46.6,35.1,81.1,140,225,365,109,106,35,27,227,3,0,-5,2013-14,9,1
Giannis Antetokounmpo,MIL,19,77,14,63,1896.8,525,41.4,34.7,68.3,78,261,339,150,122,60,61,173,2,0,-179,2013-14,9,1
Mason Plumlee,BKN,24,70,37,33,1274.8,520,65.9,0.0,62.6,99,209,308,60,77,49,55,171,4,0,-91,2013-14,9,1
Cody Zeller,CHA,21,82,43,39,1416.7,490,42.6,0.0,73.0,118,235,353,92,87,40,41,170,1,0,-85,2013-14,9,1
Ryan Kelly,LAL,23,59,15,44,1311.9,472,42.3,33.8,81.5,42,177,219,95,47,32,45,147,2,0,-86,2013-14,4,0
Kentavious Caldwell-Pope,DET,21,80,28,52,1582.5,470,39.6,31.9,77.0,38,118,156,55,28,75,12,145,0,0,-60,2013-14,9,1
Hollis Thompson,PHI,23,77,18,59,1741.7,461,46.0,40.1,71.2,73,174,247,73,60,53,12,144,0,0,-361,2013-14,4,0
Nate Wolters,MIL,23,58,10,48,1309.4,417,43.7,29.0,65.6,33,116,149,187,57,35,15,67,0,0,-26,2013-14,3,0
Pero Antic,ATL,31,50,23,27,924.8,352,41.8,32.7,75.8,57,152,209,58,55,19,12,126,3,0,131,2013-14,2,0
Nick Calathes,MEM,25,71,42,29,1172.6,347,45.7,31.1,61.1,23,114,137,207,101,66,8,117,0,0,20,2013-14,2,0
Tony Snell,CHI,22,77,46,31,1230.7,346,38.4,32.0,75.6,19,105,124,68,44,29,15,84,0,0,-117,2013-14,9,1
Matthew Dellavedova,CLE,23,72,29,43,1271.1,339,41.2,36.8,79.2,29,94,123,187,60,33,5,121,3,0,71,2013-14,8,1
Gorgui Dieng,MIN,24,60,32,28,817.8,286,49.8,100.0,63.4,103,197,300,39,54,30,50,108,9,0,-40,2013-14,9,1
Ray McCallum,SAC,23,45,16,29,896.7,280,37.7,37.3,74.4,18,61,79,120,39,22,9,69,1,0,-95,2013-14,3,0
Steven Adams,OKC,20,81,59,22,1197.3,265,50.3,0.0,58.1,142,190,332,43,71,40,57,203,1,0,57,2013-14,9,1
Anthony Bennett,CLE,21,52,20,32,662.6,217,35.6,24.5,63.8,49,106,155,17,47,21,8,93,2,0,-83,2013-14,4,0
Phil Pressey,BOS,23,75,23,52,1131.6,213,30.8,26.4,64.4,20,85,105,241,87,68,5,97,2,0,-27,2013-14,3,0
CJ McCollum,POR,22,38,21,17,475.7,201,41.6,37.5,67.6,7,41,48,27,35,14,2,53,0,0,-20,2013-14,9,1
Archie Goodwin,PHX,19,52,32,20,532.9,194,45.5,13.9,67.3,25,62,87,20,44,20,11,45,0,0,-88,2013-14,4,0
Jeff Withey,NOP,24,58,21,37,684.4,190,53.5,0.0,71.2,49,101,150,26,20,15,50,73,0,0,28,2013-14,5,1
Dennis Schroder,ATL,20,49,21,28,641.4,183,38.3,23.8,67.4,5,55,60,93,61,17,0,54,0,0,-205,2013-14,9,1
Miroslav Raduljica,MIL,26,48,7,41,464.5,181,54.0,0.0,81.8,54,54,108,23,28,7,13,84,0,0,-49,2013-14,2,0
Robbie Hummel,MIN,25,53,26,27,655.2,181,37.9,36.0,93.8,35,97,132,23,10,16,2,57,0,0,36,2013-14,2,0
Vitor Faverani,BOS,26,37,13,24,487.6,164,43.5,30.0,64.9,42,86,128,16,41,14,27,74,1,0,-97,2013-14,1,0
Brandon Davies,PHI,22,51,15,36,575.0,144,42.2,20.0,64.2,38,71,109,28,35,24,8,92,0,0,-32,2013-14,2,0
Shabazz Muhammad,MIN,21,37,21,16,289.9,143,46.0,27.3,65.0,24,29,53,6,16,8,1,24,0,0,-75,2013-14,5,1
Toure' Murry,NYK,24,51,26,25,372.4,140,43.4,41.7,59.0,13,31,44,49,34,19,1,46,0,0,-33,2013-14,2,0
Shane Larkin,DAL,21,48,26,22,489.4,132,38.0,31.6,64.0,11,31,42,71,39,26,1,46,0,0,63,2013-14,4,0
Reggie Bullock,LAC,23,43,30,13,395.6,115,35.5,30.1,77.8,11,43,54,12,13,9,1,26,0,0,-16,2013-14,9,1
Rudy Gobert,UTA,22,45,7,38,433.7,104,48.6,0.0,49.2,51,104,155,7,32,8,41,57,0,0,-25,2013-14,9,1
Isaiah Canaan,HOU,23,22,14,8,252.2,101,35.6,32.7,72.4,7,17,24,22,21,8,4,25,0,0,-39,2013-14,6,1
Dewayne Dedmon,ORL,24,31,7,24,390.4,97,45.8,0.0,65.6,38,89,127,5,18,7,22,66,0,0,-59,2013-14,9,1
Alex Len,PHX,21,42,24,18,362.3,86,42.3,0.0,64.5,39,60,99,4,26,4,18,68,0,0,-55,2013-14,9,1
Gigi Datome,DET,26,34,9,25,237.5,83,35.1,17.9,80.0,14,32,46,11,11,6,1,20,0,0,38,2013-14,2,0
Otto Porter Jr.,WAS,21,37,20,17,319.0,78,36.3,19.0,66.7,21,36,57,10,14,8,1,26,0,0,-6,2013-14,9,1
Mike Muscala,ATL,22,20,10,10,215.0,76,42.5,0.0,100.0,17,35,52,7,12,3,10,29,0,0,-92,2013-14,9,1
Andre Roberson,OKC,22,40,30,10,399.0,75,48.5,15.4,70.0,36,58,94,15,19,19,10,74,0,0,26,2013-14,7,1
Gal Mekel,DAL,26,31,18,13,291.7,73,34.9,25.0,66.7,5,22,27,63,31,4,1,31,0,0,0,2013-14,2,0
Dionte Christmas,PHX,27,31,15,16,197.9,71,35.5,29.0,75.0,13,25,38,8,6,2,3,19,0,0,-23,2013-14,1,0
Ian Clark,UTA,23,23,3,20,171.6,68,38.8,35.5,71.4,3,16,19,15,14,8,2,24,0,0,17,2013-14,6,1
Lorenzo Brown,PHI,23,26,2,24,223.8,64,30.2,10.0,69.2,8,20,28,41,16,13,3,19,0,0,2,2013-14,5,1
Jorge Gutierrez,BKN,25,15,8,7,244.0,62,46.3,25.0,75.0,3,19,22,30,14,10,1,37,0,0,-38,2013-14,3,0
Peyton Siva,DET,23,24,9,15,224.3,54,31.6,28.0,73.3,2,12,14,34,18,9,1,27,0,0,-32,2013-14,1,0
Casper Ware,PHI,24,9,3,6,115.8,48,42.9,33.3,83.3,0,9,9,10,5,8,0,11,0,0,-5,2013-14,1,0
Solomon Hill,IND,23,28,17,11,225.6,47,42.5,30.4,85.7,9,32,41,12,13,5,2,19,0,0,12,2013-14,9,1
James Nunnally,PHI,23,13,3,10,165.5,44,32.6,32.0,66.7,1,18,19,8,7,6,2,11,0,0,-36,2013-14,3,0
Dwight Buycks,TOR,25,14,5,9,146.0,43,31.3,29.4,88.9,4,19,23,10,10,8,0,11,0,0,0,2013-14,3,0
Troy Daniels,HOU,22,5,3,2,74.8,42,48.4,48.0,0.0,0,4,4,5,3,0,0,6,0,0,28,2013-14,7,1
Jamaal Franklin,MEM,22,21,11,10,161.5,39,41.0,45.5,100.0,4,19,23,6,11,4,2,23,0,0,13,2013-14,2,0
Sergey Karasev,CLE,20,22,7,15,155.8,37,34.3,21.1,90.0,0,16,16,6,11,3,1,22,0,0,-49,2013-14,3,0
Allen Crabbe,POR,22,15,12,3,99.8,33,36.4,42.9,75.0,1,8,9,6,3,2,1,10,0,0,2,2013-14,7,1
Glen Rice,WAS,23,11,2,9,108.6,32,29.7,29.4,71.4,4,16,20,7,9,6,1,7,0,0,13,2013-14,10,1
Justin Hamilton,MIA,24,8,4,4,72.1,26,45.0,33.3,100.0,4,3,7,0,4,5,0,8,0,0,-23,2013-14,3,0
Nemanja Nedovic,GSW,23,24,17,7,142.4,26,20.5,16.7,87.5,3,12,15,13,13,0,1,13,0,0,-69,2013-14,1,0
